threshold_distribution,population_density,k_cap_mean,k_cap_sd,network_replicate,contagion_replicate,final_infected_fraction,time_to_majority,reached_majority_spread,max_slope
uniform,316.22776601683796,50,25.0,5,4,0.858,10.0,True,0.06
uniform_min_1_over_k,316.22776601683796,50,25.0,5,4,0.475,,False,0.04699999999999999
uniform,316.22776601683796,50,25.0,5,5,0.639,11.0,True,0.05500000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,5,0.516,26.0,True,0.055999999999999994
uniform,316.22776601683796,50,25.0,5,6,0.758,11.0,True,0.05900000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,6,0.427,,False,0.045000000000000005
uniform,316.22776601683796,50,25.0,5,7,0.79,10.0,True,0.05799999999999997
uniform_min_1_over_k,316.22776601683796,50,25.0,5,7,0.605,14.0,True,0.04200000000000001
uniform,316.22776601683796,50,25.0,5,8,0.551,22.0,True,0.046
uniform_min_1_over_k,316.22776601683796,50,25.0,5,8,0.593,22.0,True,0.027999999999999997
uniform,316.22776601683796,50,25.0,5,9,0.635,14.0,True,0.046
uniform_min_1_over_k,316.22776601683796,50,25.0,5,9,0.783,12.0,True,0.064
uniform,316.22776601683796,50,25.0,5,10,0.483,,False,0.05000000000000002
uniform_min_1_over_k,316.22776601683796,50,25.0,5,10,0.706,20.0,True,0.03299999999999999
uniform,316.22776601683796,50,25.0,5,11,0.667,8.0,True,0.069
uniform_min_1_over_k,316.22776601683796,50,25.0,5,11,0.494,,False,0.031
uniform,316.22776601683796,50,25.0,5,12,0.802,15.0,True,0.050999999999999934
uniform_min_1_over_k,316.22776601683796,50,25.0,5,12,0.932,13.0,True,0.049000000000000016
uniform,316.22776601683796,50,25.0,5,13,0.553,27.0,True,0.052
uniform_min_1_over_k,316.22776601683796,50,25.0,5,13,0.453,,False,0.052
uniform,316.22776601683796,50,25.0,5,14,0.678,14.0,True,0.05399999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,5,14,0.828,13.0,True,0.05
uniform,316.22776601683796,50,25.0,5,15,0.875,12.0,True,0.05500000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,15,0.408,,False,0.044
uniform,316.22776601683796,50,25.0,5,16,0.645,11.0,True,0.053000000000000005
uniform_min_1_over_k,316.22776601683796,50,25.0,5,16,0.845,13.0,True,0.05399999999999999
uniform,316.22776601683796,50,25.0,5,17,0.942,8.0,True,0.067
uniform_min_1_over_k,316.22776601683796,50,25.0,5,17,0.789,16.0,True,0.04599999999999999
uniform,316.22776601683796,50,25.0,5,18,0.893,23.0,True,0.04700000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,18,0.476,,False,0.04799999999999999
uniform,316.22776601683796,50,25.0,5,19,0.559,14.0,True,0.04099999999999998
uniform_min_1_over_k,316.22776601683796,50,25.0,5,19,0.568,20.0,True,0.04999999999999999
uniform,316.22776601683796,50,25.0,5,20,0.387,,False,0.052
uniform_min_1_over_k,316.22776601683796,50,25.0,5,20,0.515,31.0,True,0.046
uniform,316.22776601683796,50,25.0,5,21,0.904,14.0,True,0.05100000000000002
uniform_min_1_over_k,316.22776601683796,50,25.0,5,21,0.637,19.0,True,0.039000000000000035
uniform,316.22776601683796,50,25.0,5,22,0.856,10.0,True,0.05600000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,22,0.52,29.0,True,0.04000000000000001
uniform,316.22776601683796,50,25.0,5,23,0.511,18.0,True,0.055999999999999994
uniform_min_1_over_k,316.22776601683796,50,25.0,5,23,0.796,9.0,True,0.064
uniform,316.22776601683796,50,25.0,5,24,0.4,,False,0.04500000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,24,0.663,16.0,True,0.048000000000000015
uniform,316.22776601683796,50,25.0,5,25,0.601,16.0,True,0.049000000000000016
uniform_min_1_over_k,316.22776601683796,50,25.0,5,25,0.812,19.0,True,0.03900000000000001
uniform,316.22776601683796,50,25.0,5,26,0.937,8.0,True,0.07
uniform_min_1_over_k,316.22776601683796,50,25.0,5,26,0.506,13.0,True,0.052000000000000046
uniform,316.22776601683796,50,25.0,5,27,0.904,9.0,True,0.07100000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,27,0.945,10.0,True,0.07100000000000001
uniform,316.22776601683796,50,25.0,5,28,0.834,12.0,True,0.04999999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,5,28,0.441,,False,0.041999999999999996
uniform,316.22776601683796,50,25.0,5,29,0.581,28.0,True,0.05399999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,5,29,0.943,18.0,True,0.05100000000000002
uniform,316.22776601683796,50,25.0,5,30,0.787,11.0,True,0.05200000000000002
uniform_min_1_over_k,316.22776601683796,50,25.0,5,30,0.546,18.0,True,0.04200000000000001
uniform,316.22776601683796,50,25.0,5,31,0.852,12.0,True,0.04899999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,5,31,0.452,,False,0.036000000000000004
uniform,316.22776601683796,50,25.0,5,32,0.719,10.0,True,0.056999999999999995
uniform_min_1_over_k,316.22776601683796,50,25.0,5,32,0.481,,False,0.034
uniform,316.22776601683796,50,25.0,5,33,0.552,14.0,True,0.060000000000000005
uniform_min_1_over_k,316.22776601683796,50,25.0,5,33,0.536,21.0,True,0.043999999999999984
uniform,316.22776601683796,50,25.0,5,34,0.784,17.0,True,0.039999999999999994
uniform_min_1_over_k,316.22776601683796,50,25.0,5,34,0.558,20.0,True,0.033
uniform,316.22776601683796,50,25.0,5,35,0.792,18.0,True,0.03799999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,5,35,0.218,,False,0.028999999999999998
uniform,316.22776601683796,50,25.0,5,36,0.801,14.0,True,0.04400000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,36,0.675,14.0,True,0.04999999999999999
uniform,316.22776601683796,50,25.0,5,37,0.736,14.0,True,0.051
uniform_min_1_over_k,316.22776601683796,50,25.0,5,37,0.674,12.0,True,0.04899999999999999
uniform,316.22776601683796,50,25.0,5,38,0.759,17.0,True,0.052000000000000005
uniform_min_1_over_k,316.22776601683796,50,25.0,5,38,0.432,,False,0.033
uniform,316.22776601683796,50,25.0,5,39,0.474,,False,0.033
uniform_min_1_over_k,316.22776601683796,50,25.0,5,39,0.332,,False,0.02500000000000001
uniform,316.22776601683796,50,25.0,5,40,0.697,14.0,True,0.047999999999999994
uniform_min_1_over_k,316.22776601683796,50,25.0,5,40,0.847,41.0,True,0.037000000000000005
uniform,316.22776601683796,50,25.0,5,41,0.3,,False,0.057
uniform_min_1_over_k,316.22776601683796,50,25.0,5,41,0.786,10.0,True,0.05500000000000001
uniform,316.22776601683796,50,25.0,5,42,0.413,,False,0.047
uniform_min_1_over_k,316.22776601683796,50,25.0,5,42,0.896,10.0,True,0.056999999999999995
uniform,316.22776601683796,50,25.0,5,43,0.51,23.0,True,0.047000000000000014
uniform_min_1_over_k,316.22776601683796,50,25.0,5,43,0.663,13.0,True,0.04799999999999999
uniform,316.22776601683796,50,25.0,5,44,0.598,16.0,True,0.04100000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,44,0.699,18.0,True,0.040999999999999995
uniform,316.22776601683796,50,25.0,5,45,0.713,8.0,True,0.07700000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,45,0.556,20.0,True,0.05500000000000001
uniform,316.22776601683796,50,25.0,5,46,0.921,15.0,True,0.04400000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,5,46,0.343,,False,0.042
uniform,316.22776601683796,50,25.0,5,47,0.476,,False,0.066
uniform_min_1_over_k,316.22776601683796,50,25.0,5,47,0.754,10.0,True,0.057999999999999996
uniform,316.22776601683796,50,25.0,5,48,0.797,21.0,True,0.04399999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,5,48,0.728,9.0,True,0.065
uniform,316.22776601683796,50,25.0,5,49,0.583,22.0,True,0.055
uniform_min_1_over_k,316.22776601683796,50,25.0,5,49,0.837,10.0,True,0.06399999999999995
uniform,316.22776601683796,50,25.0,6,0,0.867,14.0,True,0.05399999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,6,0,0.792,28.0,True,0.02899999999999997
uniform,316.22776601683796,50,25.0,6,1,0.746,10.0,True,0.061
uniform_min_1_over_k,316.22776601683796,50,25.0,6,1,0.783,9.0,True,0.065
uniform,316.22776601683796,50,25.0,6,2,0.928,18.0,True,0.04000000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,2,0.5,,False,0.065
uniform,316.22776601683796,50,25.0,6,3,0.639,21.0,True,0.04600000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,3,0.503,28.0,True,0.028999999999999998
uniform,316.22776601683796,50,25.0,6,4,0.272,,False,0.04000000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,4,0.433,,False,0.04899999999999999
uniform,316.22776601683796,50,25.0,6,5,0.45,,False,0.034999999999999996
uniform_min_1_over_k,316.22776601683796,50,25.0,6,5,0.545,13.0,True,0.059
uniform,316.22776601683796,50,25.0,6,6,0.812,11.0,True,0.052
uniform_min_1_over_k,316.22776601683796,50,25.0,6,6,0.56,15.0,True,0.042
uniform,316.22776601683796,50,25.0,6,7,0.441,,False,0.048999999999999995
uniform_min_1_over_k,316.22776601683796,50,25.0,6,7,0.58,12.0,True,0.054
uniform,316.22776601683796,50,25.0,6,8,0.404,,False,0.05700000000000002
uniform_min_1_over_k,316.22776601683796,50,25.0,6,8,0.582,11.0,True,0.05100000000000002
uniform,316.22776601683796,50,25.0,6,9,0.735,13.0,True,0.06599999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,6,9,0.5,,False,0.044000000000000004
uniform,316.22776601683796,50,25.0,6,10,0.815,15.0,True,0.046000000000000006
uniform_min_1_over_k,316.22776601683796,50,25.0,6,10,0.509,23.0,True,0.04099999999999998
uniform,316.22776601683796,50,25.0,6,11,0.697,12.0,True,0.044999999999999984
uniform_min_1_over_k,316.22776601683796,50,25.0,6,11,0.851,16.0,True,0.04300000000000004
uniform,316.22776601683796,50,25.0,6,12,0.768,17.0,True,0.045
uniform_min_1_over_k,316.22776601683796,50,25.0,6,12,0.299,,False,0.024999999999999994
uniform,316.22776601683796,50,25.0,6,13,0.681,13.0,True,0.057
uniform_min_1_over_k,316.22776601683796,50,25.0,6,13,0.71,21.0,True,0.048999999999999995
uniform,316.22776601683796,50,25.0,6,14,0.605,12.0,True,0.04600000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,14,0.427,,False,0.036
uniform,316.22776601683796,50,25.0,6,15,0.745,18.0,True,0.038000000000000006
uniform_min_1_over_k,316.22776601683796,50,25.0,6,15,0.356,,False,0.028999999999999998
uniform,316.22776601683796,50,25.0,6,16,0.769,8.0,True,0.07
uniform_min_1_over_k,316.22776601683796,50,25.0,6,16,0.856,10.0,True,0.063
uniform,316.22776601683796,50,25.0,6,17,0.945,9.0,True,0.062
uniform_min_1_over_k,316.22776601683796,50,25.0,6,17,0.379,,False,0.041
uniform,316.22776601683796,50,25.0,6,18,0.944,10.0,True,0.05700000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,18,0.692,14.0,True,0.05099999999999999
uniform,316.22776601683796,50,25.0,6,19,0.418,,False,0.042
uniform_min_1_over_k,316.22776601683796,50,25.0,6,19,0.748,13.0,True,0.057999999999999996
uniform,316.22776601683796,50,25.0,6,20,0.606,19.0,True,0.055999999999999994
uniform_min_1_over_k,316.22776601683796,50,25.0,6,20,0.347,,False,0.043999999999999984
uniform,316.22776601683796,50,25.0,6,21,0.29,,False,0.046999999999999986
uniform_min_1_over_k,316.22776601683796,50,25.0,6,21,0.391,,False,0.04300000000000001
uniform,316.22776601683796,50,25.0,6,22,0.631,13.0,True,0.068
uniform_min_1_over_k,316.22776601683796,50,25.0,6,22,0.566,15.0,True,0.048
uniform,316.22776601683796,50,25.0,6,23,0.68,10.0,True,0.07100000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,23,0.904,9.0,True,0.065
uniform,316.22776601683796,50,25.0,6,24,0.636,13.0,True,0.047999999999999994
uniform_min_1_over_k,316.22776601683796,50,25.0,6,24,0.583,19.0,True,0.04999999999999999
uniform,316.22776601683796,50,25.0,6,25,0.37,,False,0.04100000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,25,0.621,23.0,True,0.039999999999999994
uniform,316.22776601683796,50,25.0,6,26,0.865,13.0,True,0.05099999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,6,26,0.443,,False,0.027000000000000003
uniform,316.22776601683796,50,25.0,6,27,0.335,,False,0.038000000000000006
uniform_min_1_over_k,316.22776601683796,50,25.0,6,27,0.536,15.0,True,0.04500000000000001
uniform,316.22776601683796,50,25.0,6,28,0.614,24.0,True,0.053000000000000005
uniform_min_1_over_k,316.22776601683796,50,25.0,6,28,0.629,20.0,True,0.035
uniform,316.22776601683796,50,25.0,6,29,0.709,19.0,True,0.049999999999999996
uniform_min_1_over_k,316.22776601683796,50,25.0,6,29,0.831,9.0,True,0.06299999999999999
uniform,316.22776601683796,50,25.0,6,30,0.741,7.0,True,0.07100000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,30,0.527,19.0,True,0.05
uniform,316.22776601683796,50,25.0,6,31,0.448,,False,0.036000000000000004
uniform_min_1_over_k,316.22776601683796,50,25.0,6,31,0.54,15.0,True,0.057999999999999996
uniform,316.22776601683796,50,25.0,6,32,0.273,,False,0.031
uniform_min_1_over_k,316.22776601683796,50,25.0,6,32,0.822,26.0,True,0.040999999999999925
uniform,316.22776601683796,50,25.0,6,33,0.477,,False,0.057
uniform_min_1_over_k,316.22776601683796,50,25.0,6,33,0.696,13.0,True,0.04700000000000001
uniform,316.22776601683796,50,25.0,6,34,0.606,14.0,True,0.045
uniform_min_1_over_k,316.22776601683796,50,25.0,6,34,0.213,,False,0.032999999999999995
uniform,316.22776601683796,50,25.0,6,35,0.421,,False,0.03900000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,35,0.845,9.0,True,0.068
uniform,316.22776601683796,50,25.0,6,36,0.871,9.0,True,0.061
uniform_min_1_over_k,316.22776601683796,50,25.0,6,36,0.893,11.0,True,0.05500000000000005
uniform,316.22776601683796,50,25.0,6,37,0.367,,False,0.040999999999999995
uniform_min_1_over_k,316.22776601683796,50,25.0,6,37,0.468,,False,0.049000000000000016
uniform,316.22776601683796,50,25.0,6,38,0.916,10.0,True,0.05800000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,38,0.67,22.0,True,0.03900000000000001
uniform,316.22776601683796,50,25.0,6,39,0.938,11.0,True,0.04700000000000004
uniform_min_1_over_k,316.22776601683796,50,25.0,6,39,0.498,,False,0.038000000000000006
uniform,316.22776601683796,50,25.0,6,40,0.557,17.0,True,0.056999999999999995
uniform_min_1_over_k,316.22776601683796,50,25.0,6,40,0.738,20.0,True,0.039
uniform,316.22776601683796,50,25.0,6,41,0.598,14.0,True,0.05100000000000002
uniform_min_1_over_k,316.22776601683796,50,25.0,6,41,0.201,,False,0.022999999999999993
uniform,316.22776601683796,50,25.0,6,42,0.8,12.0,True,0.055999999999999994
uniform_min_1_over_k,316.22776601683796,50,25.0,6,42,0.815,21.0,True,0.03900000000000001
uniform,316.22776601683796,50,25.0,6,43,0.838,19.0,True,0.05100000000000002
uniform_min_1_over_k,316.22776601683796,50,25.0,6,43,0.457,,False,0.037000000000000005
uniform,316.22776601683796,50,25.0,6,44,0.477,,False,0.048
uniform_min_1_over_k,316.22776601683796,50,25.0,6,44,0.768,18.0,True,0.043
uniform,316.22776601683796,50,25.0,6,45,0.528,43.0,True,0.04000000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,45,0.42,,False,0.047
uniform,316.22776601683796,50,25.0,6,46,0.248,,False,0.044
uniform_min_1_over_k,316.22776601683796,50,25.0,6,46,0.197,,False,0.028999999999999998
uniform,316.22776601683796,50,25.0,6,47,0.615,19.0,True,0.04000000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,6,47,0.527,17.0,True,0.038000000000000006
uniform,316.22776601683796,50,25.0,6,48,0.89,17.0,True,0.03899999999999998
uniform_min_1_over_k,316.22776601683796,50,25.0,6,48,0.643,15.0,True,0.048000000000000015
uniform,316.22776601683796,50,25.0,6,49,0.497,,False,0.032999999999999995
uniform_min_1_over_k,316.22776601683796,50,25.0,6,49,0.748,16.0,True,0.04000000000000001
uniform,316.22776601683796,50,25.0,7,0,0.391,,False,0.031
uniform_min_1_over_k,316.22776601683796,50,25.0,7,0,0.545,19.0,True,0.03799999999999998
uniform,316.22776601683796,50,25.0,7,1,0.889,20.0,True,0.037000000000000005
uniform_min_1_over_k,316.22776601683796,50,25.0,7,1,0.261,,False,0.033
uniform,316.22776601683796,50,25.0,7,2,0.654,13.0,True,0.05400000000000002
uniform_min_1_over_k,316.22776601683796,50,25.0,7,2,0.947,12.0,True,0.054999999999999966
uniform,316.22776601683796,50,25.0,7,3,0.779,29.0,True,0.033
uniform_min_1_over_k,316.22776601683796,50,25.0,7,3,0.557,17.0,True,0.044999999999999984
uniform,316.22776601683796,50,25.0,7,4,0.829,13.0,True,0.049999999999999996
uniform_min_1_over_k,316.22776601683796,50,25.0,7,4,0.264,,False,0.031
uniform,316.22776601683796,50,25.0,7,5,0.621,15.0,True,0.057999999999999996
uniform_min_1_over_k,316.22776601683796,50,25.0,7,5,0.492,,False,0.05399999999999999
uniform,316.22776601683796,50,25.0,7,6,0.547,19.0,True,0.047
uniform_min_1_over_k,316.22776601683796,50,25.0,7,6,0.709,15.0,True,0.038000000000000034
uniform,316.22776601683796,50,25.0,7,7,0.811,24.0,True,0.04000000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,7,7,0.778,10.0,True,0.05500000000000001
uniform,316.22776601683796,50,25.0,7,8,0.557,18.0,True,0.046
uniform_min_1_over_k,316.22776601683796,50,25.0,7,8,0.536,21.0,True,0.045
uniform,316.22776601683796,50,25.0,7,9,0.665,12.0,True,0.047999999999999994
uniform_min_1_over_k,316.22776601683796,50,25.0,7,9,0.422,,False,0.049999999999999996
uniform,316.22776601683796,50,25.0,7,10,0.801,15.0,True,0.049999999999999996
uniform_min_1_over_k,316.22776601683796,50,25.0,7,10,0.177,,False,0.032
uniform,316.22776601683796,50,25.0,7,11,0.796,19.0,True,0.049
uniform_min_1_over_k,316.22776601683796,50,25.0,7,11,0.754,12.0,True,0.056999999999999995
uniform,316.22776601683796,50,25.0,7,12,0.96,8.0,True,0.067
uniform_min_1_over_k,316.22776601683796,50,25.0,7,12,0.885,15.0,True,0.05399999999999999
uniform,316.22776601683796,50,25.0,7,13,0.475,,False,0.043
uniform_min_1_over_k,316.22776601683796,50,25.0,7,13,0.37,,False,0.04400000000000001
uniform,316.22776601683796,50,25.0,7,14,0.787,10.0,True,0.065
uniform_min_1_over_k,316.22776601683796,50,25.0,7,14,0.726,11.0,True,0.056999999999999995
uniform,316.22776601683796,50,25.0,7,15,0.626,25.0,True,0.044
uniform_min_1_over_k,316.22776601683796,50,25.0,7,15,0.886,43.0,True,0.030000000000000027
uniform,316.22776601683796,50,25.0,7,16,0.438,,False,0.036000000000000004
uniform_min_1_over_k,316.22776601683796,50,25.0,7,16,0.474,,False,0.047
uniform,316.22776601683796,50,25.0,7,17,0.82,21.0,True,0.034
uniform_min_1_over_k,316.22776601683796,50,25.0,7,17,0.433,,False,0.052000000000000005
uniform,316.22776601683796,50,25.0,7,18,0.452,,False,0.03200000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,7,18,0.688,18.0,True,0.04000000000000001
uniform,316.22776601683796,50,25.0,7,19,0.656,20.0,True,0.038000000000000006
uniform_min_1_over_k,316.22776601683796,50,25.0,7,19,0.339,,False,0.03899999999999999
uniform,316.22776601683796,50,25.0,7,20,0.453,,False,0.046
uniform_min_1_over_k,316.22776601683796,50,25.0,7,20,0.579,20.0,True,0.037000000000000005
uniform,316.22776601683796,50,25.0,7,21,0.613,16.0,True,0.04300000000000001
uniform_min_1_over_k,316.22776601683796,50,25.0,7,21,0.527,30.0,True,0.03300000000000001
uniform,316.22776601683796,50,25.0,7,22,0.625,9.0,True,0.057999999999999996
uniform_min_1_over_k,316.22776601683796,50,25.0,7,22,0.51,34.0,True,0.03
uniform,316.22776601683796,50,25.0,7,23,0.794,20.0,True,0.049
uniform_min_1_over_k,316.22776601683796,50,25.0,7,23,0.708,10.0,True,0.05199999999999999
uniform,316.22776601683796,50,25.0,7,24,0.521,22.0,True,0.051000000000000004
uniform_min_1_over_k,316.22776601683796,50,25.0,7,24,0.562,13.0,True,0.05
uniform,316.22776601683796,50,25.0,7,25,0.488,,False,0.041
uniform_min_1_over_k,316.22776601683796,50,25.0,7,25,0.784,15.0,True,0.04500000000000001
uniform,316.22776601683796,50,25.0,7,26,0.89,14.0,True,0.043000000000000003
uniform_min_1_over_k,316.22776601683796,50,25.0,7,26,0.363,,False,0.041999999999999996
uniform,316.22776601683796,50,25.0,7,27,0.58,23.0,True,0.034
uniform_min_1_over_k,316.22776601683796,50,25.0,7,27,0.866,15.0,True,0.04300000000000001
uniform,316.22776601683796,50,25.0,7,28,0.637,10.0,True,0.05199999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,7,28,0.822,15.0,True,0.048000000000000015
uniform,316.22776601683796,50,25.0,7,29,0.391,,False,0.05199999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,7,29,0.699,11.0,True,0.061999999999999986
uniform,316.22776601683796,50,25.0,7,30,0.696,10.0,True,0.05499999999999999
uniform_min_1_over_k,316.22776601683796,50,25.0,7,30,0.721,14.0,True,0.041
uniform,316.22776601683796,50,25.0,7,31,0.495,,False,0.035
uniform_min_1_over_k,316.22776601683796,50,25.0,7,31,0.518,22.0,True,0.032
